"日付け","終値","始値","高値","安値","前日比%"
"2008年04月15日","101.83","101.06","101.89","100.77","0.72%"
"2008年04月14日","101.10","101.27","101.78","100.28","0.13%"
"2008年04月11日","100.97","101.75","102.29","100.62","-0.86%"
"2008年04月10日","101.85","101.72","102.05","100.01","0.06%"
"2008年04月09日","101.79","102.56","102.85","101.48","-0.81%"
"2008年04月08日","102.62","102.34","102.69","101.73","0.18%"
"2008年04月07日","102.44","101.72","102.87","101.49","0.90%"
"2008年04月04日","101.53","102.25","102.70","101.43","-0.76%"
"2008年04月03日","102.31","102.27","102.98","102.04","0.05%"
"2008年04月02日","102.26","101.81","102.85","101.49","0.40%"
"2008年04月01日","101.85","99.86","102.17","99.57","2.02%"
"2008年03月31日","99.83","98.90","100.21","98.80","0.69%"
"2008年03月28日","99.15","99.64","100.41","99.08","-0.49%"
"2008年03月27日","99.64","99.00","100.18","98.54","0.67%"
"2008年03月26日","98.98","99.93","100.34","98.86","-1.10%"
"2008年03月25日","100.08","100.62","101.05","99.60","-0.60%"
"2008年03月24日","100.68","99.34","100.91","99.32","1.09%"
"2008年03月21日","99.59","99.30","99.75","98.98","0.21%"
"2008年03月20日","99.38","98.59","100.22","98.43","0.64%"
"2008年03月19日","98.75","99.98","100.45","97.64","-1.27%"
"2008年03月18日","100.02","97.23","100.05","96.83","2.68%"
"2008年03月17日","97.41","98.64","99.12","95.71","-1.61%"
"2008年03月14日","99.00","100.49","101.16","98.87","-1.49%"
"2008年03月13日","100.50","101.18","101.72","99.73","-1.03%"
"2008年03月12日","101.55","103.47","103.53","101.48","-1.78%"
"2008年03月11日","103.39","101.73","103.61","101.40","1.61%"
"2008年03月10日","101.75","102.49","102.53","101.54","-0.98%"
"2008年03月07日","102.76","102.65","103.25","101.41","0.13%"
"2008年03月06日","102.63","104.01","104.06","102.53","-1.38%"
"2008年03月05日","104.07","103.32","104.21","103.26","0.72%"
"2008年03月04日","103.33","103.41","103.59","102.63","0.08%"
"2008年03月03日","103.25","103.58","103.72","102.59","-0.60%"
"2008年02月29日","103.87","105.31","105.40","103.77","-1.34%"
"2008年02月28日","105.28","106.43","106.66","105.05","-1.06%"
"2008年02月27日","106.41","107.22","107.41","105.94","-0.82%"
"2008年02月26日","107.29","108.09","108.15","107.17","-0.71%"
"2008年02月25日","108.06","107.33","108.22","107.14","0.76%"
"2008年02月22日","107.25","107.38","107.59","106.71","-0.07%"
"2008年02月21日","107.32","108.13","108.35","107.13","-0.73%"
"2008年02月20日","108.11","107.73","108.37","107.45","0.31%"
"2008年02月19日","107.78","108.23","108.30","107.18","-0.41%"
"2008年02月18日","108.22","107.83","108.34","107.73","0.41%"
"2008年02月15日","107.78","107.84","108.33","107.24","-0.15%"
"2008年02月14日","107.94","108.30","108.62","107.74","-0.35%"
"2008年02月13日","108.32","107.32","108.39","106.97","0.93%"
"2008年02月12日","107.32","106.93","107.56","106.75","0.33%"
"2008年02月11日","106.97","107.32","107.66","106.32","-0.36%"
"2008年02月08日","107.36","107.48","107.74","107.14","-0.16%"
"2008年02月07日","107.53","106.65","107.84","105.89","1.00%"
"2008年02月06日","106.47","106.76","106.88","106.16","-0.31%"
"2008年02月05日","106.80","106.70","107.75","106.56","0.07%"
"2008年02月04日","106.72","106.51","107.10","106.49","0.09%"
"2008年02月01日","106.62","106.41","106.75","105.74","0.24%"
"2008年01月31日","106.36","106.26","106.89","105.69","-0.09%"
"2008年01月30日","106.46","107.08","107.48","106.30","-0.57%"
"2008年01月29日","107.07","106.90","107.25","106.36","0.18%"
"2008年01月28日","106.88","106.71","107.07","105.96","0.14%"
"2008年01月25日","106.73","107.17","107.91","106.71","-0.17%"
"2008年01月24日","106.91","106.77","107.03","105.91","0.22%"
"2008年01月23日","106.67","106.44","107.39","104.95","0.19%"
"2008年01月22日","106.47","105.93","107.05","105.60","0.41%"
"2008年01月21日","106.03","106.70","106.98","105.65","-0.69%"
"2008年01月18日","106.77","106.60","107.62","106.33","-0.03%"
"2008年01月17日","106.80","107.63","107.88","106.58","-0.62%"
"2008年01月16日","107.47","106.77","107.94","105.90","0.67%"
"2008年01月15日","106.75","108.19","108.36","106.58","-1.33%"
"2008年01月14日","108.19","108.66","108.97","107.35","-0.72%"
"2008年01月11日","108.98","109.31","109.73","108.61","-0.37%"
"2008年01月10日","109.39","110.01","110.14","109.08","-0.40%"
"2008年01月09日","109.83","108.90","109.96","108.78","0.82%"
"2008年01月08日","108.94","109.15","109.85","108.84","-0.24%"
"2008年01月07日","109.20","108.50","109.75","108.47","0.61%"
"2008年01月04日","108.54","109.30","109.61","107.86","-0.66%"
"2008年01月03日","109.26","109.57","109.78","108.22","-0.30%"
"2008年01月02日","109.59","111.63","112.06","109.20","-1.81%"
"2008年01月01日","111.61","111.69","111.75","111.25","0.23%"
"2007年12月31日","111.35","112.50","112.69","111.29","-1.07%"
"2007年12月28日","112.56","113.67","114.03","112.45","-1.02%"
"2007年12月27日","113.72","114.29","114.68","113.55","-0.52%"
"2007年12月26日","114.31","114.09","114.41","113.88","0.17%"
"2007年12月25日","114.12","114.30","114.34","113.88","-0.22%"
"2007年12月24日","114.37","114.09","114.50","113.96","0.18%"
"2007年12月21日","114.16","113.10","114.22","112.92","0.95%"
"2007年12月20日","113.09","113.39","113.46","112.77","-0.28%"
"2007年12月19日","113.41","113.35","113.53","112.73","0.03%"
"2007年12月18日","113.38","112.91","113.53","112.72","0.46%"
"2007年12月17日","112.86","113.47","113.50","112.81","-0.48%"
"2007年12月14日","113.41","112.18","113.61","112.15","1.06%"
"2007年12月13日","112.22","112.12","112.47","111.38","0.00%"
"2007年12月12日","112.22","110.63","112.47","110.60","1.46%"
"2007年12月11日","110.60","111.70","112.16","110.46","-0.93%"
"2007年12月10日","111.64","111.49","111.89","111.33","-0.03%"
"2007年12月07日","111.67","111.29","111.80","111.14","0.35%"
"2007年12月06日","111.28","110.88","111.47","110.60","0.31%"
"2007年12月05日","110.94","109.72","110.98","109.68","1.08%"
"2007年12月04日","109.75","110.46","110.56","109.54","-0.66%"
"2007年12月03日","110.48","111.01","111.06","110.12","-0.64%"
"2007年11月30日","111.19","109.91","111.25","109.63","1.21%"
"2007年11月29日","109.86","110.03","110.31","109.45","-0.27%"
"2007年11月28日","110.16","109.04","110.49","108.25","1.26%"
"2007年11月27日","108.79","107.39","108.90","107.25","1.38%"
"2007年11月26日","107.31","108.39","108.80","107.20","-0.95%"
"2007年11月23日","108.34","108.44","108.61","107.53","-0.18%"
"2007年11月22日","108.54","108.42","109.18","108.27","0.21%"
"2007年11月21日","108.31","109.92","110.03","108.23","-1.51%"
"2007年11月20日","109.97","109.77","110.58","109.48","0.17%"
"2007年11月19日","109.78","110.88","111.08","109.72","-1.05%"
"2007年11月16日","110.94","110.28","111.35","109.75","0.51%"
"2007年11月15日","110.38","111.21","111.71","110.19","-0.92%"
"2007年11月14日","111.41","110.93","111.78","110.74","0.43%"
"2007年11月13日","110.93","109.40","110.95","109.20","1.33%"
"2007年11月12日","109.47","110.26","110.80","109.10","-1.19%"
"2007年11月09日","110.79","112.62","112.91","110.48","-1.65%"
"2007年11月08日","112.65","112.77","113.40","111.99","-0.16%"
"2007年11月07日","112.83","114.71","114.81","112.72","-1.62%"
"2007年11月06日","114.69","114.48","114.81","114.24","0.19%"
"2007年11月05日","114.47","114.76","114.84","114.00","-0.33%"
"2007年11月02日","114.85","114.51","115.43","114.35","0.26%"
"2007年11月01日","114.55","115.28","115.94","114.45","-0.66%"
"2007年10月31日","115.31","114.64","115.53","114.50","0.58%"
"2007年10月30日","114.64","114.62","115.03","114.35","-0.06%"
"2007年10月29日","114.71","114.05","114.93","114.00","0.46%"
"2007年10月26日","114.18","114.17","114.58","113.90","-0.03%"
"2007年10月25日","114.21","114.13","114.59","113.75","0.05%"
"2007年10月24日","114.15","114.75","114.97","113.79","-0.55%"
"2007年10月23日","114.78","114.48","115.05","114.15","0.30%"
"2007年10月22日","114.44","113.94","114.66","113.23","-0.08%"
"2007年10月19日","114.53","115.54","115.76","114.43","-0.81%"
"2007年10月18日","115.47","116.60","116.70","115.26","-0.95%"
"2007年10月17日","116.58","116.90","117.20","116.15","-0.26%"
"2007年10月16日","116.88","117.39","117.48","116.42","-0.43%"
"2007年10月15日","117.39","117.45","117.95","117.09","-0.19%"
"2007年10月12日","117.61","117.36","117.71","117.12","0.28%"
"2007年10月11日","117.28","117.20","117.81","116.98","0.12%"
"2007年10月10日","117.14","117.12","117.55","116.95","-0.03%"
"2007年10月09日","117.18","117.35","117.46","116.78","-0.26%"
"2007年10月08日","117.49","117.10","117.61","116.93","0.44%"
"2007年10月05日","116.98","116.44","117.31","116.32","0.44%"
"2007年10月04日","116.47","116.70","116.78","116.25","-0.21%"
"2007年10月03日","116.72","115.68","116.81","115.54","0.86%"
"2007年10月02日","115.72","115.76","116.01","115.26","0.01%"
"2007年10月01日","115.71","114.75","116.07","114.70","0.78%"
"2007年09月28日","114.82","115.55","115.67","114.65","-0.67%"
"2007年09月27日","115.60","115.48","115.89","115.09","0.11%"
"2007年09月26日","115.47","114.64","115.75","114.51","0.61%"
"2007年09月25日","114.77","114.87","115.01","114.01","-0.09%"
"2007年09月24日","114.87","115.37","115.41","114.63","-0.54%"
"2007年09月21日","115.49","114.64","115.87","114.52","0.73%"
"2007年09月20日","114.65","115.87","116.05","113.96","-1.16%"
"2007年09月19日","116.00","115.88","116.35","115.63","-0.07%"
"2007年09月18日","116.08","115.09","116.40","114.77","0.89%"
"2007年09月17日","115.06","115.26","115.40","114.64","-0.27%"
"2007年09月14日","115.37","114.72","115.40","114.34","0.30%"
"2007年09月13日","115.03","114.17","115.52","114.08","0.77%"
"2007年09月12日","114.15","114.37","114.41","113.75","-0.11%"
"2007年09月11日","114.27","113.58","114.39","113.36","0.52%"
"2007年09月10日","113.68","112.85","114.01","112.58","0.26%"
"2007年09月07日","113.38","115.40","115.65","113.11","-1.75%"
"2007年09月06日","115.40","115.08","115.58","114.79","0.17%"
"2007年09月05日","115.20","116.26","116.49","114.97","-0.98%"
"2007年09月04日","116.34","115.92","116.45","115.31","0.39%"
"2007年09月03日","115.89","115.72","116.16","115.63","0.10%"
"2007年08月31日","115.77","115.85","116.62","115.47","-0.17%"
"2007年08月30日","115.97","116.18","116.22","115.19","-0.19%"
"2007年08月29日","116.19","114.22","116.28","113.84","1.77%"
"2007年08月28日","114.17","115.74","115.78","114.12","-1.37%"
"2007年08月27日","115.75","116.44","116.77","115.71","-0.57%"
"2007年08月24日","116.41","116.27","116.49","115.51","0.05%"
"2007年08月23日","116.35","115.35","117.16","115.33","0.88%"
"2007年08月22日","115.34","114.27","115.48","113.96","0.83%"
"2007年08月21日","114.39","114.86","115.25","114.00","-0.48%"
"2007年08月20日","114.94","114.36","115.53","113.65","0.51%"
"2007年08月17日","114.36","114.33","114.92","111.58","0.08%"
"2007年08月16日","114.27","116.27","116.76","111.99","-1.91%"
"2007年08月15日","116.50","117.55","117.66","116.47","-0.91%"
"2007年08月14日","117.57","118.14","118.54","117.53","-0.57%"
"2007年08月13日","118.24","118.27","118.57","117.66","-0.13%"
"2007年08月10日","118.39","118.13","118.76","117.20","0.17%"
"2007年08月09日","118.19","119.63","119.79","118.11","-1.23%"
"2007年08月08日","119.66","118.77","119.86","118.72","0.77%"
"2007年08月07日","118.75","118.86","119.00","117.95","-0.11%"
"2007年08月06日","118.88","117.57","119.12","117.16","0.70%"
"2007年08月03日","118.05","119.16","119.34","117.92","-0.93%"
"2007年08月02日","119.16","118.85","119.39","118.30","0.25%"
"2007年08月01日","118.86","118.50","119.00","117.58","0.38%"
"2007年07月31日","118.41","119.16","119.52","118.38","-0.55%"
"2007年07月30日","119.06","118.22","119.17","118.01","0.38%"
"2007年07月27日","118.61","118.30","119.31","118.14","0.16%"
"2007年07月26日","118.42","120.43","120.77","118.38","-1.66%"
"2007年07月25日","120.42","120.11","120.65","119.78","0.32%"
"2007年07月24日","120.04","121.00","121.18","119.98","-0.84%"
"2007年07月23日","121.06","121.58","121.63","120.78","-0.18%"
"2007年07月20日","121.28","122.05","122.45","120.83","-0.63%"
"2007年07月19日","122.05","121.85","122.20","121.72","0.14%"
"2007年07月18日","121.88","122.18","122.31","121.56","-0.28%"
"2007年07月17日","122.22","121.83","122.44","121.67","0.27%"
"2007年07月16日","121.89","121.86","122.20","121.52","-0.03%"
"2007年07月13日","121.93","122.32","122.63","121.89","-0.37%"
"2007年07月12日","122.38","122.37","122.61","121.81","0.02%"
"2007年07月11日","122.36","121.43","122.53","120.96","0.51%"
"2007年07月10日","121.74","123.35","123.49","121.70","-1.33%"
"2007年07月09日","123.38","123.42","123.67","123.20","0.03%"
"2007年07月06日","123.34","122.90","123.59","122.83","0.31%"
"2007年07月05日","122.96","122.61","123.02","122.31","0.26%"
"2007年07月04日","122.64","122.39","122.72","122.19","0.16%"
"2007年07月03日","122.44","122.36","122.69","122.10","0.04%"
"2007年07月02日","122.39","123.00","123.30","122.07","-0.63%"
"2007年06月29日","123.17","123.16","123.59","122.94","0.01%"
"2007年06月28日","123.16","122.77","123.38","122.76","0.28%"
"2007年06月27日","122.82","123.18","123.22","122.21","-0.35%"
"2007年06月26日","123.25","123.64","123.72","122.78","-0.36%"
"2007年06月25日","123.69","123.77","123.97","123.29","-0.15%"
"2007年06月22日","123.87","123.69","124.17","123.68","0.12%"
"2007年06月21日","123.72","123.49","123.79","123.41","0.20%"
"2007年06月20日","123.47","123.35","123.70","123.08","0.08%"
"2007年06月19日","123.37","123.62","123.74","123.29","-0.22%"
"2007年06月18日","123.64","123.47","123.78","123.29","0.16%"
"2007年06月15日","123.44","122.94","123.67","122.89","0.44%"
"2007年06月14日","122.90","122.61","123.14","122.52","0.19%"
"2007年06月13日","122.67","121.65","122.78","121.47","0.82%"
"2007年06月12日","121.67","121.66","121.89","121.57","-0.04%"
"2007年06月11日","121.72","121.72","121.85","121.48","0.00%"
"2007年06月08日","121.72","120.90","121.84","120.75","0.60%"
"2007年06月07日","121.00","121.06","121.58","120.76","-0.06%"
"2007年06月06日","121.07","121.36","121.50","120.86","-0.26%"
"2007年06月05日","121.39","121.69","121.95","121.10","-0.27%"
"2007年06月04日","121.72","122.04","122.12","121.52","-0.28%"
"2007年06月01日","122.06","121.73","122.15","121.67","0.27%"
"2007年05月31日","121.73","121.65","122.00","121.43","0.07%"
"2007年05月30日","121.65","121.67","121.81","121.27","-0.01%"
"2007年05月29日","121.66","121.66","121.84","121.15","-0.02%"
"2007年05月28日","121.69","121.77","121.83","121.53","-0.07%"
"2007年05月25日","121.77","121.42","121.89","120.83","0.32%"
"2007年05月24日","121.38","121.59","121.71","121.22","-0.19%"
"2007年05月23日","121.61","121.51","121.89","121.29","0.07%"
"2007年05月22日","121.52","121.48","121.62","121.18","0.04%"
"2007年05月21日","121.47","121.12","121.66","121.04","0.30%"
"2007年05月18日","121.11","121.23","121.40","120.67","-0.12%"
"2007年05月17日","121.25","120.78","121.38","120.65","0.39%"
"2007年05月16日","120.78","120.21","120.84","120.14","0.46%"
"2007年05月15日","120.23","120.38","120.58","120.10","-0.12%"
"2007年05月14日","120.38","120.18","120.47","120.02","0.09%"
"2007年05月11日","120.27","119.81","120.27","119.44","0.28%"
"2007年05月10日","119.93","120.04","120.56","119.73","-0.08%"
"2007年05月09日","120.03","119.95","120.16","119.61","0.02%"
"2007年05月08日","120.00","120.08","120.14","119.50","-0.07%"
"2007年05月07日","120.08","120.10","120.20","119.77","-0.08%"
"2007年05月04日","120.18","120.40","120.48","119.89","-0.17%"
"2007年05月03日","120.39","120.19","120.49","119.95","0.18%"
"2007年05月02日","120.17","119.72","120.33","119.54","0.35%"
"2007年05月01日","119.75","119.40","119.92","119.05","0.23%"
"2007年04月30日","119.47","119.18","119.78","119.15","-0.12%"
"2007年04月27日","119.61","119.53","119.77","118.85","0.04%"
"2007年04月26日","119.56","118.59","119.67","118.51","0.79%"
"2007年04月25日","118.62","118.49","118.86","118.25","0.08%"
"2007年04月24日","118.53","118.62","118.95","118.22","-0.03%"
"2007年04月23日","118.56","118.70","119.06","118.21","-0.13%"
"2007年04月20日","118.72","118.45","118.98","118.23","0.23%"
"2007年04月19日","118.45","118.46","118.61","117.59","-0.12%"
"2007年04月18日","118.59","118.89","119.03","118.09","-0.29%"
"2007年04月17日","118.93","119.75","119.84","118.80","-0.68%"
"2007年04月16日","119.75","119.41","119.89","118.96","0.41%"
"2007年04月13日","119.26","119.11","119.57","118.19","0.09%"
"2007年04月12日","119.15","119.33","119.53","118.78","-0.19%"
"2007年04月11日","119.38","119.02","119.56","118.85","0.26%"
"2007年04月10日","119.07","119.30","119.35","118.74","-0.23%"
"2007年04月09日","119.35","119.24","119.40","119.16","0.06%"
"2007年04月06日","119.28","118.71","119.41","118.64","0.45%"
"2007年04月05日","118.74","118.66","119.01","118.41","0.08%"
"2007年04月04日","118.64","118.94","119.10","118.53","-0.27%"
"2007年04月03日","118.96","117.84","118.99","117.70","0.98%"
"2007年04月02日","117.81","117.51","118.08","117.43","0.02%"
"2007年03月30日","117.79","118.06","118.40","117.19","-0.23%"
"2007年03月29日","118.06","116.91","118.10","116.65","1.05%"
"2007年03月28日","116.83","117.84","118.00","116.35","-0.89%"
"2007年03月27日","117.88","118.08","118.41","117.64","-0.19%"
"2007年03月26日","118.10","117.88","118.44","117.62","0.01%"
"2007年03月23日","118.09","118.09","118.26","117.38","-0.01%"
"2007年03月22日","118.10","117.52","118.34","117.22","0.42%"
"2007年03月21日","117.61","117.25","117.97","117.14","0.28%"
"2007年03月20日","117.28","117.65","118.03","116.90","-0.23%"
"2007年03月19日","117.55","116.31","117.78","116.23","0.74%"
"2007年03月16日","116.69","117.49","117.54","116.49","-0.68%"
"2007年03月15日","117.49","117.06","117.79","117.00","0.37%"
"2007年03月14日","117.06","116.21","117.16","115.74","0.84%"
"2007年03月13日","116.09","117.64","117.77","116.03","-1.34%"
"2007年03月12日","117.67","118.33","118.53","117.20","-0.49%"
"2007年03月09日","118.25","117.11","118.39","117.01","0.96%"
"2007年03月08日","117.13","116.08","117.50","115.53","0.90%"
"2007年03月07日","116.08","116.55","116.92","115.96","-0.38%"
"2007年03月06日","116.52","115.53","116.75","115.20","0.73%"
"2007年03月05日","115.68","116.66","116.79","115.13","-1.04%"
"2007年03月02日","116.89","117.51","117.84","116.40","-0.61%"
"2007年03月01日","117.61","118.52","118.87","116.94","-0.71%"
"2007年02月28日","118.45","117.97","118.82","117.86","0.42%"
"2007年02月27日","117.95","120.59","120.77","117.48","-2.18%"
"2007年02月26日","120.58","120.99","121.08","120.33","-0.39%"
"2007年02月23日","121.05","121.54","121.64","120.91","-0.39%"
"2007年02月22日","121.53","120.87","121.64","120.81","0.49%"
"2007年02月21日","120.94","119.96","121.19","119.69","0.81%"
"2007年02月20日","119.97","119.52","120.36","119.51","0.34%"
"2007年02月19日","119.56","119.39","119.75","119.20","0.17%"
"2007年02月16日","119.36","119.19","119.58","118.96","0.15%"
"2007年02月15日","119.18","120.76","120.82","119.15","-1.29%"
"2007年02月14日","120.74","121.14","121.39","120.61","-0.31%"
"2007年02月13日","121.11","121.89","121.96","121.08","-0.66%"
"2007年02月12日","121.92","121.81","122.11","121.57","0.21%"
"2007年02月09日","121.67","121.03","121.77","120.95","0.53%"
"2007年02月08日","121.03","120.65","121.45","120.55","0.30%"
"2007年02月07日","120.67","120.06","120.83","119.98","0.48%"
"2007年02月06日","120.09","120.40","120.58","119.95","-0.20%"
"2007年02月05日","120.33","121.07","121.20","120.22","-0.66%"
"2007年02月02日","121.13","120.75","121.38","120.62","0.33%"
"2007年02月01日","120.73","120.67","120.92","120.09","0.05%"
"2007年01月31日","120.67","121.62","121.76","120.61","-0.78%"
"2007年01月30日","121.62","121.72","122.01","121.45","-0.11%"
"2007年01月29日","121.75","121.44","122.20","121.41","0.16%"
"2007年01月26日","121.56","121.17","121.66","121.15","0.33%"
"2007年01月25日","121.16","121.14","121.31","120.17","0.04%"
"2007年01月24日","121.11","121.62","121.80","120.63","-0.45%"
"2007年01月23日","121.66","121.62","121.75","121.08","0.07%"
"2007年01月22日","121.58","121.24","121.81","121.19","0.26%"
"2007年01月19日","121.27","121.21","121.50","121.08","-0.01%"
"2007年01月18日","121.28","120.64","121.62","120.46","0.53%"
"2007年01月17日","120.64","120.63","120.90","120.32","0.00%"
"2007年01月16日","120.64","120.41","120.78","120.20","0.16%"
"2007年01月15日","120.45","120.39","120.60","120.04","0.13%"
"2007年01月12日","120.29","120.45","120.74","120.14","-0.15%"
"2007年01月11日","120.47","119.64","120.66","119.48","0.67%"
"2007年01月10日","119.67","119.34","119.80","119.12","0.21%"
"2007年01月09日","119.42","118.80","119.56","118.66","0.56%"
"2007年01月08日","118.75","118.63","118.84","118.09","0.12%"
"2007年01月05日","118.61","119.01","119.11","117.96","-0.35%"
"2007年01月04日","119.03","119.36","119.53","118.97","-0.28%"
"2007年01月03日","119.36","118.81","119.70","118.65","0.46%"
"2007年01月02日","118.81","119.02","119.06","118.48","-0.21%"
"2007年01月01日","119.06","119.04","119.06","118.90","0.03%"
"2006年12月29日","119.02","118.91","119.18","118.71","0.09%"
"2006年12月28日","118.91","118.83","119.06","118.50","0.11%"
"2006年12月27日","118.78","119.12","119.22","118.26","-0.29%"
"2006年12月26日","119.13","118.81","119.23","118.68","0.29%"
"2006年12月25日","118.78","118.71","118.97","118.66","0.01%"
"2006年12月22日","118.77","118.31","118.98","118.20","0.35%"
"2006年12月21日","118.36","118.43","118.53","117.92","-0.04%"
"2006年12月20日","118.41","118.13","118.53","117.93","0.25%"
"2006年12月19日","118.12","118.12","118.33","117.79","0.00%"
"2006年12月18日","118.12","117.94","118.29","117.68","-0.02%"
"2006年12月15日","118.14","117.82","118.33","117.41","0.25%"
"2006年12月14日","117.84","117.54","117.91","117.24","0.26%"
"2006年12月13日","117.53","116.76","117.66","116.63","0.62%"
"2006年12月12日","116.80","116.96","117.26","116.66","-0.16%"
"2006年12月11日","116.99","116.42","117.27","116.15","0.49%"
"2006年12月08日","116.42","115.23","116.50","114.88","1.05%"
"2006年12月07日","115.21","115.25","115.40","114.74","0.02%"
"2006年12月06日","115.19","114.84","115.31","114.50","0.31%"
"2006年12月05日","114.83","115.26","115.44","114.41","-0.46%"
"2006年12月04日","115.36","115.43","115.83","115.07","-0.07%"
"2006年12月01日","115.44","115.78","116.40","114.95","-0.29%"
"2006年11月30日","115.78","116.35","116.56","115.49","-0.53%"
"2006年11月29日","116.40","116.11","116.52","115.56","0.28%"
"2006年11月28日","116.08","116.08","116.42","115.87","-0.01%"
"2006年11月27日","116.09","115.51","116.41","115.37","0.18%"
"2006年11月24日","115.88","116.27","116.50","115.56","-0.37%"
"2006年11月23日","116.31","116.67","116.85","116.01","-0.31%"
"2006年11月22日","116.67","117.90","117.95","116.34","-1.01%"
"2006年11月21日","117.86","118.03","118.28","117.72","-0.17%"
"2006年11月20日","118.06","117.84","118.20","117.76","0.33%"
"2006年11月17日","117.67","118.20","118.47","117.49","-0.41%"
"2006年11月16日","118.16","118.00","118.36","117.73","0.15%"
"2006年11月15日","117.98","117.56","118.22","117.50","0.31%"
"2006年11月14日","117.62","118.13","118.19","117.23","-0.47%"
"2006年11月13日","118.18","117.56","118.31","117.11","0.48%"
"2006年11月10日","117.61","117.90","117.95","117.15","-0.28%"
"2006年11月09日","117.94","117.82","118.61","117.68","0.08%"
"2006年11月08日","117.84","117.66","118.02","117.36","0.10%"
"2006年11月07日","117.72","118.28","118.33","117.23","-0.47%"
"2006年11月06日","118.27","118.05","118.46","117.77","0.21%"
"2006年11月03日","118.02","117.13","118.21","116.94","0.78%"
"2006年11月02日","117.11","117.04","117.39","116.65","0.03%"
"2006年11月01日","117.08","116.96","117.17","116.55","0.11%"
"2006年10月31日","116.95","117.45","118.06","116.60","-0.40%"
"2006年10月30日","117.42","117.46","117.63","117.18","-0.15%"
"2006年10月27日","117.60","118.40","118.73","117.13","-0.69%"
"2006年10月26日","118.42","119.05","119.06","118.25","-0.58%"
"2006年10月25日","119.11","119.39","119.45","118.86","-0.23%"
"2006年10月24日","119.39","119.37","119.67","119.07","0.05%"
"2006年10月23日","119.33","118.72","119.44","118.55","0.51%"
"2006年10月20日","118.72","118.15","118.81","118.12","0.47%"
"2006年10月19日","118.17","118.86","119.03","118.03","-0.62%"
"2006年10月18日","118.91","118.53","119.25","118.29","0.24%"
"2006年10月17日","118.62","119.03","119.16","118.53","-0.36%"
"2006年10月16日","119.05","119.64","119.81","118.99","-0.48%"
"2006年10月13日","119.62","119.32","119.91","119.05","0.26%"
"2006年10月12日","119.31","119.76","119.78","119.23","-0.37%"
"2006年10月11日","119.75","119.67","119.84","119.32","0.05%"
"2006年10月10日","119.69","119.12","119.81","118.87","0.48%"
"2006年10月09日","119.12","118.95","119.31","118.81","0.08%"
"2006年10月06日","119.02","117.74","119.11","117.62","1.13%"
"2006年10月05日","117.69","117.81","117.91","117.43","-0.09%"
"2006年10月04日","117.80","117.95","118.30","117.72","-0.11%"
"2006年10月03日","117.93","117.70","117.99","117.36","0.19%"
"2006年10月02日","117.71","118.12","118.42","117.51","-0.40%"
"2006年09月29日","118.18","117.74","118.20","117.50","0.37%"
"2006年09月28日","117.75","117.48","117.95","117.31","0.24%"
"2006年09月27日","117.47","117.08","117.66","116.88","0.33%"
"2006年09月26日","117.08","116.54","117.25","116.24","0.45%"
"2006年09月25日","116.55","116.45","116.75","116.11","-0.03%"
"2006年09月22日","116.58","116.37","116.62","116.06","0.19%"
"2006年09月21日","116.36","117.28","117.48","116.21","-0.88%"
"2006年09月20日","117.39","117.63","117.70","116.95","-0.30%"
"2006年09月19日","117.74","117.98","118.14","116.97","-0.22%"
"2006年09月18日","118.00","117.48","118.30","117.42","0.34%"
"2006年09月15日","117.60","117.47","118.12","117.24","0.05%"
"2006年09月14日","117.54","117.50","117.78","117.28","-0.03%"
"2006年09月13日","117.58","117.86","118.03","117.33","-0.26%"
"2006年09月12日","117.89","117.61","118.16","117.38","0.23%"
"2006年09月11日","117.62","116.93","117.79","116.59","0.58%"
"2006年09月08日","116.94","116.47","117.03","116.08","0.43%"
"2006年09月07日","116.44","116.64","117.06","115.97","-0.24%"
"2006年09月06日","116.72","116.09","116.91","115.95","0.54%"
"2006年09月05日","116.09","116.12","116.23","115.55","0.06%"
"2006年09月04日","116.02","116.98","117.05","115.86","-0.92%"
"2006年09月01日","117.10","117.43","117.49","117.04","-0.22%"
"2006年08月31日","117.36","117.05","117.50","116.89","0.29%"
"2006年08月30日","117.02","116.64","117.31","116.52","0.29%"
"2006年08月29日","116.68","117.20","117.25","116.49","-0.49%"
"2006年08月28日","117.25","117.27","117.34","116.84","-0.05%"
"2006年08月25日","117.31","116.52","117.41","116.39","0.68%"
"2006年08月24日","116.52","116.35","116.61","116.15","0.14%"
"2006年08月23日","116.36","116.50","116.64","116.07","-0.15%"
"2006年08月22日","116.53","115.91","116.86","115.89","0.55%"
"2006年08月21日","115.89","115.74","115.98","115.33","0.07%"
"2006年08月18日","115.81","115.94","116.09","115.43","-0.09%"
"2006年08月17日","115.92","115.83","116.19","115.16","0.08%"
"2006年08月16日","115.83","116.08","116.39","115.61","-0.20%"
"2006年08月15日","116.06","116.64","116.75","115.82","-0.54%"
"2006年08月14日","116.69","116.35","116.75","116.14","0.33%"
"2006年08月11日","116.31","115.19","116.45","115.10","0.93%"
"2006年08月10日","115.24","115.31","115.63","114.65","-0.06%"
"2006年08月09日","115.31","115.33","115.75","114.77","0.03%"
"2006年08月08日","115.28","115.20","115.38","114.55","0.12%"
"2006年08月07日","115.14","114.19","115.17","114.14","0.61%"
"2006年08月04日","114.44","114.96","115.55","113.96","-0.49%"
"2006年08月03日","115.00","114.64","115.31","114.52","0.29%"
